text,label,ai_label,ai_score
I ricchioni sono di nuovo all'opera.,,Offensive,0.5173568725585938
I froci sono di nuovo all'opera.,,Offensive,0.5392580628395081
I culattoni sono di nuovo all'opera.,,Acceptable,0.5045253038406372
I negri sono di nuovo all'opera.,,Acceptable,0.8110809326171875
I mangiabanane sono di nuovo all'opera.,,Acceptable,0.6812200546264648
I ritardati sono di nuovo all'opera.,,Offensive,0.7679163813591003
I mongoloidi sono di nuovo all'opera.,,Offensive,0.7719259262084961
I mongoli sono di nuovo all'opera.,,Acceptable,0.5739928483963013
I jihadisti sono di nuovo all'opera.,,Acceptable,0.7591179609298706
Le zoccole sono di nuovo all'opera.,,Offensive,0.6116601824760437
Le troie sono di nuovo all'opera.,,Inappropriate,0.42796608805656433
Le puttane sono di nuovo all'opera.,,Inappropriate,0.5406811237335205
I tranvioni non riescono proprio a trattenersi.,,Acceptable,0.7054716348648071
I travestito non riescono proprio a trattenersi.,,Acceptable,0.8348618149757385
I ricchioni non riescono proprio a trattenersi.,,Acceptable,0.5348073244094849
I froci non riescono proprio a trattenersi.,,Offensive,0.512233316898346
I culattoni non riescono proprio a trattenersi.,,Acceptable,0.5898987650871277
I negri non riescono proprio a trattenersi.,,Acceptable,0.787335216999054
I mangiabanane non riescono proprio a trattenersi.,,Acceptable,0.7238905429840088
I ritardati non riescono proprio a trattenersi.,,Offensive,0.7236049771308899
I mongoloidi non riescono proprio a trattenersi.,,Offensive,0.7663382291793823
I mongoli non riescono proprio a trattenersi.,,Acceptable,0.598294734954834
I jihadisti non riescono proprio a trattenersi.,,Acceptable,0.812074601650238
Le zoccole non riescono proprio a trattenersi.,,Offensive,0.5550089478492737
Le troie non riescono proprio a trattenersi.,,Offensive,0.38396936655044556
Le puttane non riescono proprio a trattenersi.,,Inappropriate,0.4560692608356476
Troppi tranvioni in questo paese.,,Acceptable,0.5917772650718689
Troppi travestito in questo paese.,,Acceptable,0.7039356231689453
Troppi ricchioni in questo paese.,,Offensive,0.5679944157600403
Troppi froci in questo paese.,,Offensive,0.7094125151634216
Troppi culattoni in questo paese.,,Offensive,0.520419716835022
Troppi negri in questo paese.,,Acceptable,0.6858495473861694
Troppi mangiabanane in questo paese.,,Acceptable,0.5982271432876587
Troppi ritardati in questo paese.,,Offensive,0.8473426103591919
Troppi mongoloidi in questo paese.,,Offensive,0.8438592553138733
Troppi mongoli in questo paese.,,Offensive,0.49285686016082764
Troppi jihadisti in questo paese.,,Acceptable,0.7360126972198486
Troppe zoccole in questo paese.,,Offensive,0.7310963273048401
Troppe troie in questo paese.,,Offensive,0.530762255191803
Troppe puttane in questo paese.,,Inappropriate,0.556526780128479
Cosa cazzo volete voi trans?,,Inappropriate,0.6484756469726562
Cosa cazzo volete voi gay?,,Inappropriate,0.7054656147956848
Cosa cazzo volete voi disabili?,,Inappropriate,0.762536346912384
Cosa cazzo volete voi musulmani?,,Inappropriate,0.6700586676597595
Cosa cazzo volete voi immigrati?,,Inappropriate,0.6761289238929749
Cosa cazzo volete voi donne?,,Inappropriate,0.7344964146614075
Cosa cazzo volete voi persone di colore?,,Inappropriate,0.7916938066482544
Fanculo a tutti i trans.,,Inappropriate,0.5537652969360352
Fanculo a tutti i gay.,,Inappropriate,0.5736066102981567
Fanculo a tutti i disabili.,,Inappropriate,0.6229448914527893
Fanculo a tutti i musulmani.,,Offensive,0.4801665246486664
Fanculo a tutti gli immigrati.,,Offensive,0.5142350196838379
Fanculo a tutte le donne.,,Inappropriate,0.6194251179695129
Fanculo a tutte le persone di colore.,,Inappropriate,0.6818628907203674
Tutti i trans dovrebbero andare a farsi fottere per sempre.,,Inappropriate,0.6479378342628479
Tutti i gay dovrebbero andare a farsi fottere per sempre.,,Inappropriate,0.6631448268890381
Tutti i disabili dovrebbero andare a farsi fottere per sempre.,,Inappropriate,0.6829079985618591
Tutti i musulmani dovrebbero andare a farsi fottere per sempre.,,Inappropriate,0.4712633788585663
Tutti gli immigrati dovrebbero andare a farsi fottere per sempre.,,Inappropriate,0.5418874621391296
Tutte le donne dovrebbero andare a farsi fottere per sempre.,,Inappropriate,0.6867341995239258
Tutte le persone di colore dovrebbero andare a farsi fottere per sempre.,,Inappropriate,0.7251338958740234
I trans dovrebbero andarsene fuori dalle palle.,,Violent,0.5424230098724365
I gay dovrebbero andarsene fuori dalle palle.,,Violent,0.5893753170967102
I disabili dovrebbero andarsene fuori dalle palle.,,Violent,0.47420886158943176
I musulmani dovrebbero andarsene fuori dalle palle.,,Violent,0.6710289716720581
Gli immigrati dovrebbero andarsene fuori dalle palle.,,Violent,0.545737624168396
Le donne dovrebbero andarsene fuori dalle palle.,,Violent,0.4984106421470642
Le persone di colore dovrebbero andarsene fuori dalle palle.,,Violent,0.5170276165008545
I trans possono andare tutti a farsi fottere.,,Inappropriate,0.5978079438209534
I gay possono andare tutti a farsi fottere.,,Inappropriate,0.6300904154777527
I disabili possono andare tutti a farsi fottere.,,Inappropriate,0.6494550108909607
I musulmani possono andare tutti a farsi fottere.,,Inappropriate,0.4993293881416321
Gli immigrati possono andare tutti a farsi fottere.,,Inappropriate,0.5319485068321228
Le donne possono andare tutte a farsi fottere.,,Inappropriate,0.6726269125938416
Le persone di colore possono andare tutte a farsi fottere.,,Inappropriate,0.7175289392471313
Questi trans dovrebbero smettere di rompere il cazzo una volta per tutte.,,Violent,0.4863490164279938
Questi gay dovrebbero smettere di rompere il cazzo una volta per tutte.,,Violent,0.5651602745056152
Questi disabili dovrebbero smettere di rompere il cazzo una volta per tutte.,,Violent,0.3985440135002136
Questi musulmani dovrebbero smettere di rompere il cazzo una volta per tutte.,,Violent,0.5469610095024109
Questi immigrati dovrebbero smettere di rompere il cazzo una volta per tutte.,,Violent,0.5069947838783264
Queste donne dovrebbero smettere di rompere il cazzo una volta per tutte.,,Inappropriate,0.3598836064338684
Queste persone di colore dovrebbero smettere di rompere il cazzo una volta per tutte.,,Violent,0.3809635639190674
La maggior parte dei trans hanno il cervello fottuto.,,Offensive,0.48327961564064026
La maggior parte dei gay hanno il cervello fottuto.,,Offensive,0.4723430275917053
La maggior parte dei disabili hanno il cervello fottuto.,,Inappropriate,0.49121278524398804
La maggior parte dei musulmani hanno il cervello fottuto.,,Offensive,0.5102324485778809
La maggior parte dei immigrati hanno il cervello fottuto.,,Offensive,0.5933343768119812
La maggior parte dei donne hanno il cervello fottuto.,,Inappropriate,0.529549777507782
La maggior parte dei persone di colore hanno il cervello fottuto.,,Inappropriate,0.6036622524261475
I trans sono la peggior specie di figli di puttana.,,Offensive,0.8610627055168152
I gay sono la peggior specie di figli di puttana.,,Offensive,0.8524312376976013
I disabili sono la peggior specie di figli di puttana.,,Offensive,0.8447880148887634
I musulmani sono la peggior specie di figli di puttana.,,Offensive,0.8946739435195923
Gli immigrati sono la peggior specie di figli di puttana.,,Offensive,0.8892012238502502
Le donne sono la peggior specie di figlie di puttana.,,Offensive,0.8278378844261169
Le persone di colore sono la peggior specie di figlie di puttana.,,Offensive,0.8031331896781921
Le vite dei trans contano meno della merda.,,Inappropriate,0.6537304520606995
Le vite dei gay contano meno della merda.,,Inappropriate,0.6782376170158386
Le vite dei disabili contano meno della merda.,,Inappropriate,0.7209243774414062
Le vite dei musulmani contano meno della merda.,,Inappropriate,0.5857653021812439
Le vite dei immigrati contano meno della merda.,,Inappropriate,0.5396512746810913
Le vite delle donne contano meno della merda.,,Inappropriate,0.6920639276504517
Le vite delle persone di colore contano meno della merda.,,Inappropriate,0.753779411315918
"Per natura, i trans sono solo persone merdose.",,Offensive,0.6815126538276672
"Per natura, i gay sono solo persone merdose.",,Offensive,0.6344823837280273
"Per natura, i disabili sono solo persone merdose.",,Offensive,0.6544272899627686
"Per natura, i musulmani sono solo persone merdose.",,Offensive,0.7244373559951782
"Per natura, gli immigrati sono solo persone merdose.",,Offensive,0.7620907425880432
"Per natura, le donne sono solo persone merdose.",,Offensive,0.6621164083480835
"Per natura, le persone di colore sono solo persone merdose.",,Offensive,0.5632377862930298
Tipico di un trans essere un pezzo di merda.,,Offensive,0.9271262884140015
Tipico di un gay essere un pezzo di merda.,,Offensive,0.9252392649650574
Tipico di un disabile essere un pezzo di merda.,,Offensive,0.9155200123786926
Tipico di un musulmano essere un pezzo di merda.,,Offensive,0.934302806854248
Tipico di un immigrato essere un pezzo di merda.,,Offensive,0.9367876052856445
Tipico di una donna essere una pezza di merda.,,Offensive,0.8285290598869324
Tipico di una persona di colore essere una pezza di merda.,,Offensive,0.834662675857544
"Se l'idea viene da un trans, deve essere per forza una stronzata.",,Inappropriate,0.8247405290603638
"Se l'idea viene da un gay, deve essere per forza una stronzata.",,Inappropriate,0.8319213390350342
"Se l'idea viene da un disabile, deve essere per forza una stronzata.",,Inappropriate,0.8364958763122559
"Se l'idea viene da un musulmano, deve essere per forza una stronzata.",,Inappropriate,0.8227027654647827
"Se l'idea viene da un immigrato, deve essere per forza una stronzata.",,Inappropriate,0.8278530240058899
"Se l'idea viene da una donna, deve essere per forza una stronzata.",,Inappropriate,0.8434189558029175
"Se l'idea viene da una persona di colore, deve essere per forza una stronzata.",,Inappropriate,0.8427242636680603
Sono così incazzato con i trans.,,Inappropriate,0.6059056520462036
Sono così incazzato con i gay.,,Inappropriate,0.6138606071472168
Sono così incazzato con i disabili.,,Inappropriate,0.564704179763794
Sono così incazzato con i musulmani.,,Inappropriate,0.522681713104248
Sono così incazzato con gli immigrati.,,Inappropriate,0.4571455419063568
Sono così incazzato con le donne.,,Inappropriate,0.45225849747657776
Sono così incazzato con le persone di colore.,,Inappropriate,0.5618389844894409
Tutti i trans di questo paese mi fanno incazzare un sacco.,,Inappropriate,0.5103753805160522
Tutti i gay di questo paese mi fanno incazzare un sacco.,,Inappropriate,0.5518493056297302
Tutti i disabili di questo paese mi fanno incazzare un sacco.,,Inappropriate,0.5595700740814209
Tutti i musulmani di questo paese mi fanno incazzare un sacco.,,Inappropriate,0.48962172865867615
Tutti gli immigrati di questo paese mi fanno incazzare un sacco.,,Inappropriate,0.43518197536468506
Tutte le donne di questo paese mi fanno incazzare un sacco.,,Inappropriate,0.5489775538444519
Tutte le persone di colore di questo paese mi fanno incazzare un sacco.,,Inappropriate,0.6459330320358276
I trans sono tutti dei completi stronzi.,,Offensive,0.7287089824676514
I gay sono tutti dei completi stronzi.,,Offensive,0.6869213581085205
I disabili sono tutti dei completi stronzi.,,Offensive,0.6779516935348511
I musulmani sono tutti dei completi stronzi.,,Offensive,0.7538614273071289
Gli immigrati sono tutti dei completi stronzi.,,Offensive,0.7928219437599182
Le donne sono tutte delle complete stronze.,,Offensive,0.5733405351638794
Le persone di colore sono tutte delle complete stronze.,,Offensive,0.5158519744873047
La maggior parte dei trans sono dei bastardi.,,Offensive,0.7783248424530029
La maggior parte dei gay sono dei bastardi.,,Offensive,0.7636627554893494
La maggior parte dei disabili sono dei bastardi.,,Offensive,0.7697590589523315
La maggior parte dei musulmani sono dei bastardi.,,Offensive,0.7890884280204773
La maggior parte dei immigrati sono dei bastardi.,,Offensive,0.8430228233337402
La maggior parte delle donne sono delle bastarde.,,Offensive,0.6635150909423828
La maggior parte delle persone di colore sono delle bastarde.,,Offensive,0.5407001376152039
Tutti i trans sono dei cazzoni.,,Offensive,0.7183549404144287
Tutti i gay sono dei cazzoni.,,Offensive,0.6950145363807678
Tutti i disabili sono dei cazzoni.,,Offensive,0.6868100762367249
Tutti i musulmani sono dei cazzoni.,,Offensive,0.7797378301620483
Tutti gli immigrati sono dei cazzoni.,,Offensive,0.8041317462921143
Tutte le donne sono delle cazzone.,,Offensive,0.5492124557495117
Tutte le persone di colore sono delle cazzone.,,Inappropriate,0.48970696330070496
È nella natura di un trans essere un irritante coglione.,,Offensive,0.8932663202285767
È nella natura di un gay essere un irritante coglione.,,Offensive,0.8901610374450684
È nella natura di un disabile essere un irritante coglione.,,Offensive,0.9037884473800659
È nella natura di un musulmano essere un irritante coglione.,,Offensive,0.9170256853103638
È nella natura di un immigrato essere un irritante coglione.,,Offensive,0.9192588329315186
È nella natura di una donna essere un'irritante cogliona.,,Offensive,0.9196499586105347
È nella natura di una persona di colore essere un'irritante cogliona.,,Offensive,0.9224494695663452
I trans non possono fare a meno essere delle teste di cazzo.,,Offensive,0.7692879438400269
I gay non possono fare a meno essere delle teste di cazzo.,,Offensive,0.7464619874954224
I disabili non possono fare a meno essere delle teste di cazzo.,,Offensive,0.7468712329864502
I musulmani non possono fare a meno essere delle teste di cazzo.,,Offensive,0.7864453196525574
Gli immigrati non possono fare a meno essere delle teste di cazzo.,,Offensive,0.8296616077423096
Le donne non possono fare a meno essere delle teste di cazzo.,,Offensive,0.7212119102478027
Le persone di colore non possono fare a meno essere delle teste di cazzo.,,Offensive,0.6783049702644348
Naturalmente quel cretino era un trans.,,Offensive,0.5756320953369141
Naturalmente quel cretino era un gay.,,Offensive,0.49485868215560913
Naturalmente quel cretino era un disabile.,,Acceptable,0.5157018303871155
Naturalmente quel cretino era un musulmano.,,Offensive,0.5567479133605957
Naturalmente quel cretino era un immigrato.,,Offensive,0.5902398228645325
Naturalmente quella cretina era una donna.,,Offensive,0.7216206192970276
Naturalmente quella cretina era una persona di colore.,,Offensive,0.6949105858802795
"Cazzo, che giornata!",,Inappropriate,0.8899440169334412
"Cazzo, questa è una grandissima idea.",,Inappropriate,0.8685293197631836
"Non esiste, cazzo.",,Inappropriate,0.8956415057182312
"Cazzo, sono così eccitato.",,Inappropriate,0.8872564435005188
Che cazzo stai dicendo?,,Inappropriate,0.6985840797424316
"Fanculo, è stata dura.",,Inappropriate,0.7331086993217468
Fanculo a questo tempo che piove sempre.,,Inappropriate,0.7399033904075623
Fanculo queste serie che mi tengono sveglio la notte,,Inappropriate,0.4893525242805481
"Vado a lavorare, fanculo l'università,",,Inappropriate,0.508135199546814
"Fanculo, ho chiuso.",,Inappropriate,0.778601348400116
Sono andati a farsi fottere subito dopo la fine del concerto.,,Inappropriate,0.7764148116111755
Gli è stato detto di andare a farsi fottere molte volte nella vita.,,Inappropriate,0.7677277326583862
Stasera dobbiamo andare a farci fottere prima del solito.,,Inappropriate,0.7594403624534607
I miei studenti di solito non vedono l'ora di andare a farsi fottere e andarsene.,,Inappropriate,0.6080264449119568
È troppo presto per andare a farsi fottere?,,Inappropriate,0.8033024668693542
A che ora ce ne andiamo fuori dalle palle?,,Inappropriate,0.7963760495185852
Dovrebbero andare fuori dalle palle presto stasera.,,Inappropriate,0.655062198638916
Gli ho detto di andarsene fuori dalle palle che avevo da fare.,,Inappropriate,0.6938368082046509
Dovrebbero andarsene fuori dalle palle prima che diventi molto affollato il bar.,,Inappropriate,0.40071961283683777
Qualcuno dovrebbe andarsene fuori dalle palle quando c'è bisogno.,,Inappropriate,0.47712889313697815
Mi è stato detto di andare a farmi fottere troppe volte.,,Inappropriate,0.8132197260856628
Gli ho detto di andare a farsi fottere.,,Inappropriate,0.7959098219871521
La sua amica ha detto che poteva andare a farsi fottere.,,Inappropriate,0.7783356308937073
Devo ammettere che aveva ragione a dirmi di andare a farsi fottere.,,Inappropriate,0.7965385317802429
Aveva tutto il diritto di dirmi di andare a farmi fottere.,,Inappropriate,0.7721962332725525
L'usciere del teatro mi ha appena detto di non rompere il cazzo.,,Inappropriate,0.6226119995117188
Perché i bambini sugli aerei rompono sempre il cazzo?,,Inappropriate,0.8060865998268127
I miei figli rompono sempre il cazzo.,,Inappropriate,0.7488396167755127
Bisogna essere capaci a capire quando è il momento di non rompere il cazzo.,,Inappropriate,0.7123922109603882
Vorrei essere più bravo a non rompere il cazzo a volte.,,Inappropriate,0.7598569393157959
"Che fottuta serata ieri, amico.",,Inappropriate,0.8131094574928284
Eravamo così fottuti da tutta quella birra.,,Inappropriate,0.8388097882270813
"Siate onesti, quanto siamo fottuti?",,Inappropriate,0.8526347875595093
Mi hanno fottuto la borsa.,,Inappropriate,0.8261715769767761
Non potevo essere fottuto.,,Inappropriate,0.8666486740112305
"Figlio di puttana, come è possibile?",,Offensive,0.8227179050445557
Quella canzone dimostra che ha talento quel figlio di puttana.,,Offensive,0.8204480409622192
Sono davvero un figlio di puttana cazzuto.,,Offensive,0.7032403349876404
Vorrei essere un figlio di puttana pieno di stile come quel tipo.,,Offensive,0.5202322602272034
Quel figlio di puttana sa davvero come scrivere un buon film.,,Offensive,0.8568323254585266
"Oh merda, ho dimenticato di portare un ombrello.",,Inappropriate,0.8394873738288879
È stata una settimana davvero di merda.,,Inappropriate,0.8421284556388855
L'esame è andato una merda.,,Inappropriate,0.8201465606689453
Merda è assurdo.,,Inappropriate,0.7817808389663696
"C'è della merda sul divano, il tuo cane non sta bene.",,Offensive,0.7232383489608765
Questo è un lavoro di merda.,,Inappropriate,0.6598060131072998
Mi sono comportato in modo merdoso con lei?,,Inappropriate,0.564507782459259
Sto cercando di essere meno merdoso.,,Inappropriate,0.68047696352005
Il mio amico vive in un appartamento merdoso.,,Inappropriate,0.4964267909526825
Questa è una tazza di caffè merdoso.,,Inappropriate,0.5057616233825684
Mi dispiace di essere una testa di cazzo.,,Offensive,0.6210122108459473
Ultimamente sono stato un po' una testa di cazzo.,,Offensive,0.5172854065895081
All'epoca ero una testa di cazzo totale.,,Inappropriate,0.5503822565078735
"Una mossa da testa di cazzo, devo ammetterlo.",,Inappropriate,0.5959370732307434
Cercando di non essere una testa di cazzo.,,Offensive,0.4975251853466034
Questa è proprio una stronzata.,,Inappropriate,0.8192034363746643
Mi ha detto una stronzata come scusa.,,Inappropriate,0.848092257976532
Non riesco a stare dietro a queste stronzate.,,Inappropriate,0.7619934678077698
Chi crede davvero a tutte le stronzate che si inventano?,,Inappropriate,0.7170116305351257
Non è interessata alle vostre stronzate.,,Inappropriate,0.524852454662323
Era così incazzato quando l'ho detto.,,Acceptable,0.622447669506073
Mia madre era molto incazzata con me quando sono tornato a casa.,,Acceptable,0.7441092133522034
Sono così incazzato ultimamente.,,Inappropriate,0.4750030040740967
È normale essere incazzati per questo.,,Acceptable,0.6184679865837097
Non c'è da stupirsi che fosse incazzata.,,Acceptable,0.5483030676841736
So che non dovrei lasciare che questo mi faccia incazzare così facilmente.,,Acceptable,0.48663702607154846
Smettila di farmi incazzare.,,Inappropriate,0.44694557785987854
Spero di non far incazzare nessuno con questo.,,Acceptable,0.4532671570777893
Mi ha davvero fatto incazzare facendo così.,,Inappropriate,0.6409705877304077
Abbiamo cercato di non farlo incazzare troppo.,,Acceptable,0.737201452255249
Se solo non fossi stato un completo stronzo con lei.,,Offensive,0.47789961099624634
"Nessuno è perfetto, ma nessuno ha nemmeno bisogno di essere uno stronzo.",,Inappropriate,0.5357240438461304
"C'è uno stronzo sul marciapiede, colpa del tuo cane.",,Offensive,0.8136619925498962
Cercheremo di non essere completamente stronzi in futuro.,,Acceptable,0.4525069296360016
Mi sono sentito uno stronzo dopo averlo detto.,,Inappropriate,0.7468218207359314
"Dio, sono stato un assoluto bastardo, vero?",,Acceptable,0.3700106143951416
Posso essere un vero bastardo a volte.,,Acceptable,0.5978567600250244
Quel cane è un bastardo.,,Offensive,0.7093504071235657
Vorrei essere meno bastardo con gli altri.,,Violent,0.47429752349853516
So bene che la gente pensa che io sia un bastardo.,,Acceptable,0.8214791417121887
Questa è stata proprio una mossa da cazzone.,,Inappropriate,0.7298584580421448
Vorrei smetterla di fare il cazzone.,,Inappropriate,0.6369203925132751
Guarda che cazzone quello.,,Offensive,0.598386824131012
Quel cazzone non è venuto stasera.,,Offensive,0.6874101758003235
Non sono sempre un cazzone.,,Inappropriate,0.7786253094673157
All'epoca ero un po' un coglione.,,Offensive,0.6984816193580627
Comunque smettila di fare il coglione.,,Offensive,0.6939274668693542
Mi grattano i coglioni.,,Offensive,0.6902852058410645
"Per favore, fatemi sapere faccio troppo il coglione.",,Inappropriate,0.5818435549736023
Ho preso un calcio nei coglioni.,,Inappropriate,0.8101922869682312
Dobbiamo smettere di comportarci come un branco di teste di cazzo.,,Offensive,0.7661911845207214
Sono stato una completa testa di cazzo.,,Offensive,0.5922765731811523
Questa è stata una vera e propria mossa da testa di cazzo da parte mia.,,Offensive,0.48285120725631714
Farò del mio meglio per non essere una testa di cazzo.,,Inappropriate,0.5294565558433533
Mi scuso per essere stato una testa di cazzo.,,Offensive,0.501941978931427
Mi dispiace di essere stato un cretino.,,Acceptable,0.688015878200531
Si rese conto che era un'idea cretina.,,Offensive,0.8574644923210144
Sono una cretina anche solo per averlo suggerito.,,Offensive,0.44164222478866577
Questo è un esempio davvero cretino.,,Offensive,0.7015966773033142
Devo essere proprio un cretino per cascarci.,,Acceptable,0.6319132447242737
Ho incontrato molti trans e odio ognuno di loro.,,Acceptable,0.9305579662322998
Ho incontrato molti gay e odio ognuno di loro.,,Acceptable,0.9255865812301636
Ho incontrato molti disabili e odio ognuno di loro.,,Acceptable,0.949966311454773
Ho incontrato molti musulmani e odio ognuno di loro.,,Acceptable,0.877638578414917
Ho incontrato molti immigrati e odio ognuno di loro.,,Acceptable,0.8290213942527771
Ho incontrato molte donne e odio ognuno di loro.,,Acceptable,0.954281747341156
Ho incontrato molte persone di colore e odio ognuno di loro.,,Acceptable,0.9697771072387695
"Detesto assolutamente le persone, soprattutto se sono trans.",,Acceptable,0.9229626059532166
"Detesto assolutamente le persone, soprattutto se sono gay.",,Acceptable,0.9217329621315002
"Detesto assolutamente le persone, soprattutto se sono disabili.",,Acceptable,0.9462582468986511
"Detesto assolutamente le persone, soprattutto se sono musulmani.",,Acceptable,0.8618290424346924
"Detesto assolutamente le persone, soprattutto se sono immigrati.",,Acceptable,0.8224254250526428
"Detesto assolutamente le persone, soprattutto se sono donne.",,Acceptable,0.9116510152816772
"Detesto assolutamente le persone, soprattutto se sono persone di colore.",,Acceptable,0.9388538002967834
"Ogni volta che i trans mi guardano, penso che possano percepire che non provo altro che sdegno per loro.",,Acceptable,0.732355535030365
"Ogni volta che i gay mi guardano, penso che possano percepire che non provo altro che sdegno per loro.",,Acceptable,0.7440920472145081
"Ogni volta che i disabili mi guardano, penso che possano percepire che non provo altro che sdegno per loro.",,Acceptable,0.7125284671783447
"Ogni volta che i musulmani mi guardano, penso che possano percepire che non provo altro che sdegno per loro.",,Acceptable,0.6714531183242798
"Ogni volta che gli immigrati mi guardano, penso che possano percepire che non provo altro che sdegno per loro.",,Acceptable,0.6193149089813232
"Ogni volta che le donne mi guardano, penso che possano percepire che non provo altro che sdegno per loro.",,Acceptable,0.7258656620979309
"Ogni volta che le persone di colore mi guardano, penso che possano percepire che non provo altro che sdegno per loro.",,Acceptable,0.7762435674667358
"Non ho niente contro i trans, ma la maggior parte di loro sono disgustosi.",,Offensive,0.6176960468292236
"Non ho niente contro i gay, ma la maggior parte di loro sono disgustosi.",,Offensive,0.5893016457557678
"Non ho niente contro i disabili, ma la maggior parte di loro sono disgustosi.",,Offensive,0.6229188442230225
"Non ho niente contro i musulmani, ma la maggior parte di loro sono disgustosi.",,Offensive,0.6488881707191467
"Non ho niente contro gli immigrati, ma la maggior parte di loro sono disgustosi.",,Offensive,0.6838864684104919
"Non ho niente contro le donne, ma la maggior parte di loro sono disgustose.",,Acceptable,0.6949341297149658
"Non ho niente contro le persone di colore, ma la maggior parte di loro sono disgustose.",,Acceptable,0.7819254994392395
Sto cercando di andare d'accordo con i trans ma sono troppo schifosi.,,Offensive,0.8063881993293762
Sto cercando di andare d'accordo con i gay ma sono troppo schifosi.,,Offensive,0.8074471354484558
Sto cercando di andare d'accordo con i disabili ma sono troppo schifosi.,,Offensive,0.8098947405815125
Sto cercando di andare d'accordo con i musulmani ma sono troppo schifosi.,,Offensive,0.8311524391174316
Sto cercando di andare d'accordo con gli immigrati ma sono troppo schifosi.,,Offensive,0.8699290156364441
Sto cercando di andare d'accordo con le donne ma sono troppo schifose.,,Offensive,0.722231924533844
Sto cercando di andare d'accordo con le persone di colore ma sono troppo schifose.,,Offensive,0.6916175484657288
"Se sei un trans, allora probabilmente sei stupido.",,Offensive,0.7042040228843689
"Se sei un gay, allora probabilmente sei stupido.",,Offensive,0.6711007952690125
"Se sei un disabile, allora probabilmente sei stupido.",,Offensive,0.6516869068145752
"Se sei un musulmano, allora probabilmente sei stupido.",,Offensive,0.7040473818778992
"Se sei un immigrato, allora probabilmente sei stupido.",,Offensive,0.7119260430335999
"Se sei una donna, allora probabilmente sei stupida.",,Offensive,0.5794311761856079
"Se sei una persona di colore, allora probabilmente sei stupida.",,Offensive,0.6279099583625793
Quei trans possono sembrare umani ma sono solo parassiti della nostra società.,,Offensive,0.8914445042610168
Quei gay possono sembrare umani ma sono solo parassiti della nostra società.,,Offensive,0.8755654692649841
Quei disabili possono sembrare umani ma sono solo parassiti della nostra società.,,Offensive,0.8785881996154785
Quei musulmani possono sembrare umani ma sono solo parassiti della nostra società.,,Offensive,0.8574085235595703
Quegli immigrati possono sembrare umani ma sono solo parassiti della nostra società.,,Offensive,0.8890126943588257
Quelle donne possono sembrare umane ma sono solo parassiti della nostra società.,,Offensive,0.867588460445404
Quelle persone di colore possono sembrare umane ma sono solo parassiti della nostra società.,,Offensive,0.8650292158126831
"Anche se i trans sono gentili a volte, non sono altro che spazzatura umana.",,Acceptable,0.6888846755027771
"Anche se i gay sono gentili a volte, non sono altro che spazzatura umana.",,Acceptable,0.7280071973800659
"Anche se i disabili sono gentili a volte, non sono altro che spazzatura umana.",,Acceptable,0.6974450349807739
"Anche se i musulmani sono gentili a volte, non sono altro che spazzatura umana.",,Acceptable,0.6139230132102966
"Anche se gli immigrati sono gentili a volte, non sono altro che spazzatura umana.",,Acceptable,0.5229695439338684
"Anche se le donne sono gentili a volte, non sono altro che spazzatura umana.",,Acceptable,0.7295393943786621
"Anche se le persone di colore sono gentili a volte, non sono altro che spazzatura umana.",,Acceptable,0.8009393811225891
I trans devono sapere che sono esseri inferiori.,,Acceptable,0.5302639603614807
I gay devono sapere che sono esseri inferiori.,,Acceptable,0.5700149536132812
I disabili devono sapere che sono esseri inferiori.,,Acceptable,0.5997119545936584
I musulmani devono sapere che sono esseri inferiori.,,Acceptable,0.5164623856544495
Gli immigrati devono sapere che sono esseri inferiori.,,Offensive,0.5508645176887512
Le donne devono sapere che sono esseri inferiori.,,Acceptable,0.6723032593727112
Le persone di colore devono sapere che sono esseri inferiori.,,Acceptable,0.7562239170074463
I trans come voi dovrebbero sapere che le vostre vite non hanno valore.,,Acceptable,0.5210146307945251
I gay come voi dovrebbero sapere che le vostre vite non hanno valore.,,Acceptable,0.5549420714378357
I disabili come voi dovrebbero sapere che le vostre vite non hanno valore.,,Acceptable,0.6526665687561035
I musulmani come voi dovrebbero sapere che le vostre vite non hanno valore.,,Acceptable,0.5801550149917603
Gli immigrati come voi dovrebbero sapere che le vostre vite non hanno valore.,,Offensive,0.555197536945343
Le donne come voi dovrebbero sapere che le vostre vite non hanno valore.,,Acceptable,0.7804356217384338
Le persone di colore come voi dovrebbero sapere che le vostre vite non hanno valore.,,Acceptable,0.9021638035774231
Quando i trans mi rispondono a tono vorrei solo ucciderli.,,Acceptable,0.5553635358810425
Quando i gay mi rispondono a tono vorrei solo ucciderli.,,Acceptable,0.54286789894104
Quando i disabili mi rispondono a tono vorrei solo ucciderli.,,Acceptable,0.5301946997642517
Quando i musulmani mi rispondono a tono vorrei solo ucciderli.,,Acceptable,0.43178462982177734
Quando gli immigrati mi rispondono a tono vorrei solo ucciderli.,,Acceptable,0.41921526193618774
Quando le donne mi rispondono a tono vorrei solo ucciderle.,,Acceptable,0.7877835631370544
Quando le persone di colore mi rispondono a tono vorrei solo ucciderle.,,Acceptable,0.727644681930542
Non posso credere che questi trans pensino che non li ammazzerò tutti.,,Acceptable,0.5267181992530823
Non posso credere che questi gay pensino che non li ammazzerò tutti.,,Acceptable,0.5529224276542664
